id_endereco,id_cliente,logradouro,numero,bairro,cidade,estado,cep,created_at
4082,3787,Distrito de Vieira,14,Palmeiras,Camargo,AC,81405692,2025-05-26 09:35:27
4083,3665,Lagoa André Jesus,89,Nova Pampulha,Leão,MG,03046333,2023-07-21 09:22:01
4084,2645,Travessa de Pimenta,810,Vila Oeste,Porto Verde,AC,24063386,2023-09-02 15:00:20
4085,2306,Passarela Marcos Vinicius Martins,40,Vila Madre Gertrudes 2ª Seção,Pacheco,SP,36348-913,2024-05-05 14:44:10
4086,1450,Condomínio de Pereira,77,Lagoa,Peixoto,RS,42570-379,2025-10-18 07:02:29
4087,4015,Rua de Aparecida,27,Independência,Rezende,AC,45125524,2022-12-14 21:47:59
4088,1263,Recanto Mariana Pinto,1,Santa Helena,Novais de Borges,SC,36845-232,2024-07-28 13:08:04
4089,1731,Feira Melo,40,Santa Margarida,da Paz do Sul,PI,09788779,2025-08-17 11:35:02
4090,3795,Aeroporto de Garcia,35,Santa Helena,Viana das Flores,CE,42645-788,2025-06-17 08:28:26
4091,4688,Lagoa de Alves,229,São José,Araújo dos Dourados,AP,71123-121,2025-08-18 08:38:27
4092,849,Alameda Pedro Lucas Aragão,132,Santa Amelia,Albuquerque,GO,95480120,2025-01-11 11:46:10
4093,728,Recanto de Lima,72,Milionario,da Rosa,SE,86912-358,2023-09-07 13:17:36
4094,1836,Alameda de da Paz,27,Jaraguá,Silveira,SP,06046817,2024-10-15 06:37:42
4095,1717,Estrada Costela,91,Lagoa,Casa Grande Grande,BA,90876626,2023-08-19 00:16:07
4096,3906,Vereda de Vasconcelos,992,Jardim América,Gomes Paulista,RO,98604195,2023-06-30 04:33:06
4097,3810,Jardim de Cassiano,10,Esplanada,Siqueira da Praia,MS,95090-183,2025-01-08 16:19:09
4098,4602,Travessa Ana Liz Castro,91,Vila Madre Gertrudes 2ª Seção,Santos,MT,49512-129,2025-06-06 00:09:03
4099,4117,Núcleo Fernando Montenegro,85,Miramar,Correia de Carvalho,RJ,09577772,2024-09-20 10:56:17
4100,2759,Rodovia Stephany Viana,44,Nossa Senhora Aparecida,Mendonça do Sul,SC,27520-476,2024-05-26 02:15:03
4101,1553,Trecho de Mendes,1,Alípio De Melo,Nunes,PI,23187127,2024-03-18 13:18:08
4102,4649,Estação Almeida,29,Casa Branca,da Cruz,MA,36990653,2023-04-05 18:33:36
4103,1055,Estrada Dante da Mota,22,Cdi Jatoba,Ramos de Moreira,SP,87915547,2023-12-02 02:03:16
4104,871,Passarela Ana Luiza Cavalcanti,19,Trevo,Fogaça,RJ,84067654,2024-06-14 16:36:58
4105,1526,Pátio João Guilherme da Cruz,9,Bandeirantes,Souza do Norte,RJ,65065507,2023-11-18 04:07:19
4106,3268,Loteamento Jesus,5,Monte Azul,Ferreira do Amparo,BA,64295177,2023-07-25 11:18:20
4107,4277,Passarela Rafaela Carvalho,85,Marieta 1ª Seção,Fogaça de Fernandes,BA,73216-264,2024-03-01 16:32:57
4108,236,Aeroporto Costela,61,Vila São Paulo,Pastor Paulista,AC,73207-698,2025-03-21 20:50:21
4109,4104,Quadra de Cassiano,1,São Luiz,Barbosa,BA,37749-685,2023-03-25 00:48:55
4110,2172,Lago Pereira,5,Piraja,da Paz do Norte,SE,64580-479,2024-02-12 23:39:24
4111,69,Campo da Paz,39,Nova Granada,Campos da Mata,MG,16210-289,2024-05-06 20:39:26
4112,4585,Viaduto Dias,921,Granja De Freitas,Cirino do Sul,BA,34547765,2025-05-08 23:31:00
4113,122,Rodovia Brito,426,João Alfredo,Ferreira Verde,PE,99572896,2025-10-09 15:07:46
4114,1916,Setor Diogo Ferreira,333,Vila Puc,Mendonça,MA,39386-391,2025-04-29 05:33:03
4115,4587,Chácara Liz Cavalcante,53,Barão Homem De Melo 3ª Seção,Peixoto de Vieira,MS,11845882,2025-06-27 02:59:41
4116,3515,Jardim de Dias,32,Jardim Alvorada,Cavalcanti do Amparo,PI,25788-418,2025-06-12 07:16:29
4117,1084,Núcleo João Lucas Marques,27,Solar Do Barreiro,Cassiano Grande,PA,41251607,2025-10-05 08:47:21
4118,3414,Morro Montenegro,477,Delta,Costela de da Costa,AC,38384-537,2025-11-13 08:32:41
4119,4634,Pátio de Borges,15,Vila São Gabriel Jacui,Lima,PR,15079851,2024-07-11 14:46:21
4120,1207,Praia de Vasconcelos,97,Carlos Prates,Lopes,GO,97579-447,2023-10-02 18:44:03
4121,1033,Setor Fernandes,8,Vila Nova Cachoeirinha 1ª Seção,Santos,ES,61998-409,2024-01-02 18:40:08
4122,4926,Distrito Sarah Silveira,59,Alípio De Melo,Araújo de Goiás,SP,79153-194,2023-02-07 00:21:21
4123,3442,Esplanada Silveira,49,Canaa,Mendonça,PE,31529-738,2025-02-13 12:02:40
4124,3079,Alameda Murilo Freitas,43,Palmeiras,Carvalho da Mata,PB,18701-531,2025-04-17 01:29:28
4125,711,Alameda Cavalcante,58,Mirtes,Pereira,DF,45864882,2023-01-24 17:59:10
4126,2363,Colônia Moraes,30,Distrito Industrial Do Jatoba,Marques de Almeida,BA,54170-775,2023-11-09 11:10:17
4127,2621,Trecho de Rocha,2,Mantiqueira,Costa Paulista,RO,38731049,2025-05-27 02:58:05
4128,4382,Núcleo Anthony Caldeira,16,Aeroporto,Abreu,SE,73566-743,2024-02-07 09:42:12
4129,545,Viela de Pires,949,Pedreira Padro Lopes,Sales,RO,84925-837,2024-09-23 17:59:40
4130,4995,Conjunto Sales,37,Coração Eucarístico,da Rocha de Albuquerque,PR,07308053,2024-04-29 11:11:24
4131,743,Feira de da Rocha,679,Nossa Senhora Da Aparecida,da Rocha,RS,18840379,2024-07-10 23:14:23
4132,1227,Área de Montenegro,65,Goiania,da Mata,CE,66752874,2025-09-08 21:47:00
4133,361,Viaduto Sales,93,São João Batista,da Mota,PE,96235322,2023-08-07 04:58:18
4134,253,Avenida de Câmara,89,Vila Real 1ª Seção,da Conceição Paulista,PA,87825832,2023-07-14 04:08:32
4135,672,Avenida Andrade,95,Petropolis,Cavalcanti,BA,27252176,2024-07-11 04:11:23
4136,4776,Condomínio Cavalcanti,742,Santa Maria,Gonçalves da Mata,RO,38541-055,2025-11-03 22:58:38
4137,3758,Conjunto Levi Fonseca,72,Vila Da Luz,da Cruz,DF,29340-235,2022-11-29 12:04:25
4138,1343,Residencial de Campos,855,Alto Dos Pinheiros,Brito,MG,75226-415,2024-10-03 04:20:26
4139,1443,Recanto de Sá,70,Vila Betânia,da Mota do Campo,CE,86436-577,2023-04-26 03:56:04
4140,1371,Quadra Natália Sales,4,Copacabana,Albuquerque do Amparo,PA,48785430,2025-07-31 02:11:04
4141,1212,Vila Novaes,50,Lourdes,Moura da Praia,RR,24197-817,2024-08-03 00:29:11
4142,2083,Esplanada de da Mota,8,Vila Nova Gameleira 3ª Seção,Sousa,GO,44209128,2025-04-24 17:59:11
4143,2206,Vila de Pinto,874,Vila Antena Montanhês,Costela,PR,70248570,2025-03-08 22:53:26
4144,291,Lagoa Mariana Santos,998,Vila Rica,Moura,MS,82324-243,2025-01-21 10:03:52
4145,2628,Favela de da Conceição,79,Vila Suzana Primeira Seção,Aparecida,SE,54678518,2025-01-21 19:42:12
4146,2243,Rodovia Juliana Sousa,76,Nova America,Costa da Prata,MA,07099855,2023-11-15 15:59:16
4147,2701,Morro Valentim da Mata,70,Lagoinha,Gonçalves de Ramos,SP,86334-425,2023-07-31 11:20:39
4148,4113,Colônia de Lopes,892,Vila Real 1ª Seção,Barbosa Alegre,AL,84683-867,2023-12-04 18:54:01
4149,2009,Lago Maria Liz da Costa,30,Independência,Almeida,GO,01156-199,2023-12-28 03:01:16
4150,4200,Lago Yasmin Barbosa,786,Conjunto Paulo Vi,Câmara,SC,04356284,2024-01-04 00:03:42
4151,2299,Recanto Cavalcante,341,Jaqueline,Andrade dos Dourados,MT,14663221,2024-06-23 16:19:27
4152,3598,Núcleo Castro,56,Nossa Senhora Da Conceição,Araújo Verde,MG,31836-668,2023-03-03 20:11:49
4153,2854,Vale de Jesus,34,Vila Nova Paraíso,Jesus da Praia,GO,07280-580,2023-06-05 15:48:17
4154,2306,Morro Maria Eduarda Marques,8,São Paulo,Sales,SE,21408-954,2023-08-01 15:54:43
4155,4347,Pátio de Carvalho,79,Vila Real 1ª Seção,Dias de da Mata,SE,49291-680,2024-05-28 04:46:21
4156,2921,Morro Andrade,3,Vila Rica,Aragão,SC,73209-096,2025-06-03 03:15:24
4157,2886,Aeroporto de Mendonça,8,São Tomaz,Cavalcanti,DF,82283-601,2025-05-23 07:11:04
4158,2842,Alameda da Paz,3,Vila Santa Rosa,Barros,SE,09419896,2024-02-06 21:09:14
4159,39,Feira Nunes,12,Vila Paris,Andrade,MG,86870440,2022-12-26 22:35:36
4160,4077,Trecho de Guerra,180,Vila Ipiranga,Nunes,RR,19359976,2023-10-10 01:40:26
4161,68,Campo Ravi Macedo,15,Venda Nova,Teixeira dos Dourados,MA,93166717,2022-12-15 09:48:45
4162,222,Distrito de Cunha,92,Maria Tereza,Cunha,RN,90017-594,2025-03-22 15:01:58
4163,3325,Área Gael Henrique Cardoso,80,Dona Clara,Vieira,RO,32469424,2024-07-31 22:16:43
4164,2294,Jardim Pedro Henrique Costela,5,Jardim Guanabara,Rezende,GO,65981474,2025-10-24 19:47:11
4165,4515,Estação Otto Ribeiro,89,Alto Caiçaras,da Luz,RJ,56258698,2024-12-23 08:25:22
4166,688,Recanto Rezende,740,Vila Madre Gertrudes 4ª Seção,Rios,SC,41913-801,2023-02-03 16:37:49
4167,102,Viaduto Campos,49,Conjunto Serra Verde,Rezende Alegre,MT,10587270,2025-10-24 00:28:01
4168,4258,Residencial Ana Carolina Nogueira,1,Centro,da Cruz,MT,96495220,2024-02-23 17:36:33
4169,717,Travessa Pastor,88,Virgínia,Santos da Prata,TO,77209-726,2023-03-02 22:24:43
4170,1331,Quadra de Martins,98,Vila São Rafael,Sá,GO,73541903,2025-01-11 17:51:53
4171,1527,Viaduto de Peixoto,57,Jardim Atlântico,Souza das Pedras,AL,32354524,2024-07-23 07:24:56
4172,577,Área de Sampaio,26,Rio Branco,Rocha,RN,47874-188,2025-05-18 15:03:59
4173,1239,Vila Maria Laura Correia,3,Laranjeiras,Cavalcante da Mata,GO,15604246,2023-08-21 22:02:14
4174,1840,Trevo Ramos,119,Zilah Sposito,Abreu de Mendes,SE,40698281,2025-05-29 03:29:33
4175,3381,Via Peixoto,167,Conjunto Minas Caixa,Nogueira da Praia,PA,22937-316,2024-03-21 06:04:39
4176,4803,Passarela Pires,57,Santana Do Cafezal,Pastor,MA,94702828,2024-01-17 10:22:29
4177,1952,Travessa Emanuel Sales,43,Concórdia,Rodrigues,MG,07318-254,2025-11-19 07:53:13
4178,1281,Conjunto Vargas,5,Jardim Guanabara,Barros de Borges,SP,71723-653,2025-07-09 22:39:28
4179,3306,Rua Augusto Cavalcanti,1,Renascença,Siqueira da Prata,AP,59251840,2024-04-22 18:56:44
4180,2743,Setor Olívia Cavalcante,48,Conjunto Paulo Vi,Oliveira de da Costa,MG,13259305,2023-12-07 22:47:09
4181,2513,Estrada Thomas Oliveira,2,Vila Real 2ª Seção,Lima,RR,92800-121,2023-09-26 06:21:43
4182,1764,Estação Santos,5,Serrano,Farias,MT,57007520,2023-07-30 17:29:30
4183,191,Setor Rodrigo Araújo,81,Vila Cloris,Vargas,MS,82066-886,2023-02-28 10:00:29
4184,3668,Lago de Costa,2,Piraja,Machado dos Dourados,RR,34727-785,2025-05-28 08:32:09
4185,1932,Chácara Samuel Pereira,1,Leticia,da Mata,GO,94386-262,2025-04-03 03:49:27
4186,3835,Avenida de Aragão,41,Grajaú,Câmara,DF,86002984,2025-11-14 04:05:30
4187,3279,Área Matheus das Neves,37,Vila Boa Vista,Machado de Sá,AC,88019230,2025-05-27 19:57:49
4188,2040,Lago de Correia,5,Vila São Gabriel Jacui,Pimenta,AL,69183425,2023-12-15 07:05:52
4189,3968,Viela Cardoso,24,Das Industrias I,Abreu de Souza,PI,56060-845,2025-05-30 01:36:00
4190,2924,Esplanada Isaac Ferreira,45,Xodo-Marize,Gonçalves,RN,01871031,2024-04-18 05:43:38
4191,1022,Vila de Barros,32,Jardim Do Vale,Monteiro,CE,44493-503,2023-06-23 12:03:32
4192,3232,Estrada Maria Liz Fogaça,6,Vila Independencia 1ª Seção,Andrade do Sul,BA,35203-639,2024-08-28 10:13:05
4193,3883,Colônia Isaque Guerra,68,Vila Das Oliveiras,Machado,MA,64403-577,2024-03-18 01:44:46
4194,1093,Área de Abreu,42,Delta,Martins dos Dourados,PA,69556414,2023-04-09 09:52:55
4195,1451,Rua Barros,97,Pedreira Padro Lopes,Moraes do Norte,TO,60036089,2024-10-06 18:00:05
4196,507,Colônia Farias,37,Nova Vista,Casa Grande do Campo,AL,45402-449,2024-09-05 02:37:02
4197,1447,Sítio de da Cruz,42,Horto Florestal,Oliveira de Gomes,AP,41153828,2024-10-21 21:50:42
4198,3206,Condomínio João Pedro Cunha,91,Fazendinha,Macedo,RO,08815-021,2023-07-03 16:16:08
4199,1597,Rua Caldeira,89,Serra Verde,da Conceição do Galho,PA,88066952,2025-02-10 23:05:49
4200,3093,Trevo de Barbosa,833,Centro,Moraes,AC,03003034,2024-03-19 04:02:01
4201,3671,Condomínio de Pacheco,34,Cabana Do Pai Tomás,Guerra,GO,71806354,2025-10-04 23:53:57
4202,2478,Passarela Dias,59,Califórnia,Pires de das Neves,PB,42595577,2025-06-22 04:11:59
4203,3575,Residencial Raquel Borges,420,Boa União 1ª Seção,Campos do Galho,PA,68000-540,2025-09-02 23:44:45
4204,2013,Viaduto Liam Lopes,4,Vila Esplanada,Ribeiro,SC,39199748,2023-12-30 10:06:43
4205,1800,Lagoa de Souza,94,Barro Preto,Aparecida,RS,74998-928,2023-01-19 02:29:20
4206,359,Vale Luana Araújo,374,Betânia,Vasconcelos,MG,27767-154,2025-05-11 19:20:49
4207,32,Distrito de Fernandes,45,Nova Cintra,Machado Verde,AL,96625-193,2023-06-01 09:09:20
4208,4856,Recanto Thomas Rocha,217,Cabana Do Pai Tomás,Pinto,PR,00361-351,2024-04-25 21:31:43
4209,449,Área Ana Julia Costela,45,Vila Jardim Alvorada,Cassiano,PE,62682799,2025-07-16 03:00:14
4210,1637,Residencial de da Conceição,6,Frei Leopoldo,Borges,RO,52637-839,2023-07-08 20:05:08
4211,4628,Chácara Lorenzo Correia,6,Nova Granada,Silveira do Norte,SE,64180-131,2024-04-23 01:30:28
4212,778,Quadra Valentina Correia,360,Capitão Eduardo,Silva,PI,59358-943,2024-02-18 18:24:56
4213,2815,Vale Hadassa Albuquerque,8,Brasil Industrial,Garcia do Campo,GO,79758-689,2024-09-06 14:23:49
4214,4,Vereda Maria Clara Caldeira,578,Das Industrias I,Nunes de Cassiano,DF,61071444,2025-08-17 07:37:54
4215,2230,Trecho Fernando Rodrigues,79,Vila Real 1ª Seção,Almeida,GO,51228462,2023-04-12 13:10:20
4216,4327,Chácara Sarah Brito,3,Vila Real 1ª Seção,Sampaio da Serra,BA,01663520,2025-08-02 04:28:34
4217,2365,Pátio de Caldeira,76,Salgado Filho,Aparecida,PR,18077396,2023-05-16 12:29:06
4218,4812,Favela de Mendonça,18,Diamante,da Cunha,SP,70699-897,2023-02-01 16:54:53
4219,2333,Avenida de Cavalcante,2,Vila Santa Monica 2ª Seção,Rodrigues,RN,17069-698,2023-12-11 16:14:42
4220,2882,Vereda Luiz Gustavo da Paz,92,Pindura Saia,Sousa,SP,10181027,2024-06-13 03:44:35
4221,4427,Avenida Costa,592,Santa Lúcia,Castro,PR,68591-305,2023-07-19 22:51:47
4222,245,Residencial Esther da Rocha,6,Glória,Macedo,SC,54345-159,2024-09-07 04:05:11
4223,199,Via de Peixoto,33,Vila Tirol,da Luz da Mata,RS,91796-277,2025-08-26 01:45:24
4224,1729,Pátio de Costela,95,Virgínia,Lima das Flores,RJ,25336-262,2024-03-12 01:48:26
4225,107,Campo Hellena Pastor,5,Vila Maria,Camargo de Minas,RS,24284-606,2022-12-21 10:41:03
4226,3444,Largo Antônio Ferreira,6,Jardim Felicidade,Mendes,RN,59095466,2025-01-26 20:20:01
4227,372,Núcleo Natália Pinto,987,Vila Havaí,Albuquerque do Norte,MG,67407-910,2024-10-26 06:36:24
4228,2092,Sítio de Pimenta,21,Maria Helena,Siqueira,RR,85187-304,2024-01-09 15:41:31
4229,3160,Área Peixoto,84,Jardim Felicidade,Monteiro Alegre,AC,70322965,2023-11-04 05:41:28
4230,4396,Alameda Luna da Conceição,4,Nova Vista,Cavalcante,AC,98679305,2025-03-22 14:26:22
4231,1728,Viaduto Ana Liz Pinto,19,Vila Formosa,Carvalho,PA,67618-705,2025-01-15 22:41:24
4232,665,Área de Araújo,4,Caetano Furquim,Ribeiro,SP,69536-175,2024-10-21 01:00:51
4233,3502,Alameda Carolina Silveira,849,Nova Cintra,Rocha,AC,09367648,2025-02-05 14:59:19
4234,204,Lago da Luz,6,Vila Betânia,Câmara Alegre,AP,63950-865,2024-04-18 15:50:08
4235,2574,Alameda Laura Garcia,6,Cinquentenário,Aragão,RS,11459-419,2025-01-25 18:37:00
4236,4334,Vale de Sales,3,Santa Maria,Fernandes,ES,97936352,2025-07-19 22:26:58
4237,294,Feira de Silva,77,João Pinheiro,Câmara,AL,32563-589,2023-04-13 01:56:54
4238,3167,Loteamento Marques,279,Copacabana,da Rocha Alegre,CE,96464-770,2022-12-06 15:05:08
4239,4209,Trecho Lopes,9,Vila Nova Paraíso,Martins,SP,27204186,2024-04-04 06:50:42
4240,728,Avenida de Sales,89,Pindorama,Cunha Paulista,SE,61822-558,2024-10-11 06:50:45
4241,2068,Setor de Macedo,528,Vila São Gabriel,Aparecida,SE,44758-441,2023-06-30 07:40:50
4242,1927,Lagoa Sarah Nogueira,33,Alta Tensão 2ª Seção,Porto,RO,67193485,2023-10-03 08:36:26
4243,185,Colônia de Moreira,88,Dom Joaquim,Vieira Alegre,MT,92869953,2023-12-20 21:01:01
4244,3903,Alameda Viana,30,Apolonia,Pacheco Paulista,AM,54592321,2024-12-19 09:50:50
4245,3978,Travessa Azevedo,43,Vila Cemig,da Mota Alegre,TO,01791-852,2025-03-12 11:17:34
4246,1672,Chácara Bruno Castro,54,Itaipu,Fogaça de Moura,MG,33857-391,2025-05-21 21:22:00
4247,2525,Lagoa Borges,7,Xangri-Lá,Garcia de Sousa,RO,26510-875,2023-05-17 22:56:18
4248,771,Área Leonardo Souza,12,Serra Do Curral,Costa de Minas,AC,12115-308,2024-09-29 12:46:35
4249,4768,Avenida Ester das Neves,905,São João,Dias dos Dourados,AC,10457-999,2024-02-26 06:18:13
4250,1848,Feira Cirino,38,Boa Vista,Carvalho,PE,29671-946,2025-05-08 21:40:37
4251,4467,Residencial de Dias,58,Monte Azul,Costela,RO,75241810,2024-09-29 16:00:26
4252,1667,Trevo Vicente Teixeira,18,Vila Fumec,Cunha,PA,80742895,2024-11-27 22:20:51
4253,246,Lagoa Anthony da Cruz,49,Ápia,Monteiro da Prata,RR,30890-153,2025-06-18 07:45:33
4254,3284,Núcleo de Pires,4,Lindéia,Oliveira das Flores,SE,86515712,2022-11-26 22:54:38
4255,113,Colônia de Dias,886,Caetano Furquim,Costa Alegre,AL,71735593,2022-12-14 01:18:25
4256,4458,Rua Samuel da Conceição,99,Floresta,Lima,SE,32290729,2024-01-03 00:04:48
4257,1643,Vale da Mota,85,Vila Ouro Minas,Nunes Alegre,MT,78864-172,2023-09-18 23:41:46
4258,948,Via Alexandre Aragão,80,Minaslandia,Mendonça de Vargas,PE,63092-564,2023-12-16 11:45:45
4259,1718,Esplanada de Campos,38,Vila Santa Rosa,Sá,AL,77092078,2023-08-23 01:55:08
4260,1344,Rua Gomes,46,Santa Isabel,Lopes do Oeste,MT,10511778,2023-06-17 05:04:58
4261,4371,Estação de Siqueira,62,Canaa,Pereira,AP,88721-833,2024-02-17 18:42:04
4262,1016,Viela Marcos Vinicius Aragão,976,Palmeiras,Abreu de Novaes,SC,04233-237,2023-01-27 11:39:31
4263,3249,Vila de Pereira,89,Gutierrez,Freitas de Vasconcelos,PE,62451480,2023-06-11 00:38:34
4264,503,Alameda de da Mota,21,Fernão Dias,Ribeiro,TO,04145490,2024-05-07 04:42:27
4265,772,Vereda Ribeiro,9,Capitão Eduardo,Cavalcanti,MT,79447-910,2024-01-31 14:55:13
4266,2438,Colônia Pietro Costa,60,Calafate,Pires de Vieira,PR,44441422,2024-01-29 19:56:44
4267,1368,Distrito Pietra Campos,6,Alto Das Antenas,Aparecida da Mata,PA,58462326,2025-08-27 20:25:45
4268,426,Estrada Josué Araújo,15,Engenho Nogueira,Nogueira,MA,76633688,2024-06-22 16:26:26
4269,4476,Estação Bruno Guerra,61,Vila Betânia,Rezende das Pedras,RR,08731557,2025-01-01 16:40:34
4270,550,Vila Freitas,99,Granja De Freitas,Brito das Pedras,SP,22999-681,2023-03-17 12:00:50
4271,3643,Quadra Mendes,1,Vila São Gabriel,Dias,RJ,20410-398,2023-05-29 08:09:23
4272,3718,Estação de Barbosa,3,Vila Ecológica,da Luz de Costa,DF,74183-453,2025-01-30 06:38:11
4273,1459,Estrada Peixoto,776,Vila Primeiro De Maio,Oliveira Grande,PB,94484-975,2025-08-01 00:57:44
4274,3980,Parque Henry Peixoto,81,São Jorge 2ª Seção,Barbosa,PR,70326-130,2024-01-04 22:07:50
4275,3401,Largo Sophia Ribeiro,483,Lorena,Albuquerque da Praia,AM,66083918,2023-08-15 02:14:30
4276,1652,Lagoa Cardoso,80,São João Batista,Ferreira de Sousa,RR,43965-854,2023-07-31 14:21:41
4277,4620,Trevo Moraes,46,Mineirão,Pastor do Galho,RR,33994-584,2025-01-23 22:09:30
4278,4239,Quadra Campos,80,São Francisco,Cavalcante,PI,97484358,2023-10-12 22:33:27
4279,1528,Alameda Aragão,26,Jardim Leblon,Ribeiro,MS,33342728,2024-12-21 15:56:27
4280,3416,Vila de Silva,7,Vila Nova Dos Milionarios,Lopes das Flores,RR,12869-189,2023-10-07 13:43:13
4281,242,Trevo de Casa Grande,28,Nova Pampulha,Caldeira Grande,RN,99365-656,2024-07-02 12:57:48
4282,4755,Favela de Montenegro,87,Vila Madre Gertrudes 2ª Seção,da Mata de Castro,CE,73814-162,2025-10-25 08:41:05
4283,592,Morro Fonseca,7,Conjunto Jardim Filadélfia,Azevedo,RR,17114-661,2024-08-29 20:41:53
4284,3790,Área Mendonça,418,São Jorge 2ª Seção,Cavalcanti,SP,54312428,2023-01-31 20:44:19
4285,428,Chácara de Teixeira,849,Cônego Pinheiro 1ª Seção,Abreu,BA,64779008,2025-09-08 10:15:41
4286,1008,Trevo Almeida,25,Sport Club,Ribeiro Grande,MG,88986166,2023-10-21 15:54:57
4287,4542,Pátio de Melo,35,Vila Tirol,Carvalho,MA,01450272,2023-05-30 19:09:09
4288,4117,Aeroporto Thales Machado,345,Grota,Macedo das Flores,ES,69592445,2025-08-16 19:41:10
4289,449,Via de Casa Grande,51,Vila Trinta E Um De Março,Pastor do Oeste,MA,36681227,2023-06-14 18:17:31
4290,364,Favela de Almeida,1,Antonio Ribeiro De Abreu 1ª Seção,Nascimento da Mata,MS,42605-251,2024-11-22 06:56:24
4291,1204,Viaduto de Costa,686,Baleia,da Paz,PR,77439-640,2025-11-20 02:29:14
4292,600,Jardim Luigi Costela,54,Bonsucesso,Cassiano,PB,24620308,2024-09-22 06:10:27
4293,579,Parque Melo,44,Biquinhas,Santos,BA,47305-681,2025-05-05 03:22:29
4294,3317,Alameda de Souza,35,São João,Casa Grande do Amparo,RO,71665-577,2025-03-15 21:48:36
4295,353,Condomínio das Neves,69,Bonsucesso,Sampaio do Amparo,AC,71964-556,2025-04-24 00:21:35
4296,1072,Largo de Albuquerque,52,Vila Cemig,Garcia Paulista,MG,60706670,2025-04-29 11:41:12
4297,3511,Passarela de Nogueira,7,Vila Satélite,Oliveira de Minas,GO,65202043,2024-03-10 15:15:19
4298,61,Passarela de Pastor,96,Vila Minaslandia,Moreira,ES,76845-143,2023-09-07 16:54:13
4299,1965,Loteamento de Teixeira,14,São Benedito,Viana,PE,88581409,2023-07-17 10:47:50
4300,1879,Área Letícia da Costa,45,Leticia,Vieira do Sul,AP,07973959,2023-07-08 13:52:31
4301,2609,Praça de Aragão,26,Garças,Pinto,SP,31198-467,2024-03-13 18:31:00
4302,2893,Ladeira Antonella Santos,35,Vila Minaslandia,Marques,RO,69370-627,2025-08-28 17:55:44
4303,2365,Via Fernando Mendonça,831,Mala E Cuia,Dias de Sousa,MG,63890-735,2025-09-23 05:25:21
4304,3656,Quadra de Silva,26,Penha,Cavalcanti Alegre,DF,42066-215,2024-06-30 20:04:43
4305,2662,Trevo Heitor Azevedo,91,Alpes,Marques da Prata,PA,32891396,2025-05-04 03:19:40
4306,2299,Lago Anthony Gabriel Leão,8,Ápia,Moraes Verde,MA,87809-693,2025-01-25 00:45:44
4307,304,Estrada de Aparecida,46,São Gabriel,Cunha de Minas,RR,60290-271,2025-11-12 16:10:44
4308,2519,Loteamento Souza,70,Vista Alegre,Pereira,RR,28148-870,2025-05-23 11:46:09
4309,2034,Estação Peixoto,7,Grotinha,Pastor,SC,67067-960,2025-02-12 10:11:36
4310,1106,Campo Yasmin Barbosa,111,Vila Real 2ª Seção,Leão,PI,59045-729,2024-08-04 07:44:25
4311,1008,Aeroporto de Casa Grande,3,Coração Eucarístico,da Mota,PB,28458-712,2023-01-18 23:29:20
4312,4455,Sítio Kevin Peixoto,38,Milionario,da Paz,CE,65818-819,2024-07-04 22:28:18
4313,4853,Residencial de Ferreira,9,Penha,Pires,CE,28104441,2023-04-23 11:28:21
4314,2868,Lago Costa,3,Castanheira,Silveira,AM,28479624,2023-02-01 15:13:33
4315,903,Vereda da Rocha,563,Senhor Dos Passos,Sá Verde,BA,97280-719,2024-03-10 05:54:59
4316,4075,Vale Maria Helena Garcia,4,Coração Eucarístico,Almeida dos Dourados,RO,04116-193,2025-03-22 00:33:14
4317,4608,Chácara Elisa Dias,503,Álvaro Camargos,Borges de Monteiro,SP,82764931,2023-06-17 01:08:49
4318,4253,Feira Enrico da Luz,28,Vila Dos Anjos,Dias da Praia,MG,09086926,2024-02-26 22:47:05
4319,4837,Travessa Luana Guerra,387,Vila Bandeirantes,Novais do Oeste,TO,09890-805,2023-07-26 06:29:30
